slug,name,side,effect_raw
port-smuggler,Port Smuggler,front,[Class Bonus] Port Smuggler's attacks can't be intercepted. (Apply this effect only if your champion's class matches this card's class.)
unwelcome-fortune,Unwelcome Fortune,front,"Look at target player's memory.

Floating Memory"
flamewing-fowl,Flamewing Fowl,front,"[Class Bonus] As long as Flamewing Fowl is attacking a champion, it gets +1 POWER. (Apply this effect only if your champion’s class matches this card’s class.)"
sly-songstress,Sly Songstress,front,"[Class Bonus] Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

Whenever you activate a Harmony or a Melody card, you may discard a card. If you do, draw a card."
volatile-fusilier,Volatile Fusilier,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.) 

[Class Bonus] On Enter: You may have Volatile Fusilier deal 4 damage to your champion. If you do, Volatile Fusilier becomes distant."
smoke-out,Smoke Out,front,"Deal 1 damage to target unit. If that unit has stealth, deal 4 damage to it instead."
rebellious-bull,Rebellious Bull,front,"Rebellious Bull enters the field rested.

Pride 3 (This ally won't obey you unless your champion is level 3 or higher.)"
unyielding-wraithguard,Unyielding Wraithguard,front,"Taunt (While awake, this ally must be targeted before other objects you control during your opponents' attack declarations if able.) 

On Death: Return Unyielding Wraithguard from your graveyard to the field. It becomes ephemeral. (If an ephemeral object would leave the field, banish it instead.)"
fiery-warcry,Fiery Warcry,front,"Draw a card, then discard a card.

[Class Bonus] You may banish a fire element card from your graveyard. When you do, target ally loses taunt and intercept until end of turn."
aqua-vitae,Aqua Vitae,front,"Brew — One Springleaf

[Class Bonus] At the beginning of your recollection phase, put an age counter on Aqua Vitae.

Sacrifice Aqua Vitae: Draw a card. Then if there were three or more age counters on Aqua Vitae, draw an additional card."
flashfire-horse,Flashfire Horse,front,Fast Activation (You may activate this card at fast speed.)
reckless-slash,Reckless Slash,front,
veiled-oracle,Veiled Oracle,front,"On Enter: Veiled Oracle becomes ephemeral. Glimpse 3. (If an ephemeral object would leave the field, banish it instead. To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)"
cell-converter,Cell Converter,front,"At the beginning of your end phase, summon a Powercell token rested.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
fractal-of-sparks,Fractal of Sparks,front,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)

[Class Bonus] REST: Deal 1 damage to target champion. (Activate this ability only if your champion’s class matches this card’s class.)"
solar-providence,Solar Providence,front,"Draw a card, then discard a card.

[Kongming Bonus] You may change the direction of your Shifting Currents to a different direction of your choice. When you change it from facing South to North this way, deal 3 damage to target champion."
power-overwhelming,Power Overwhelming,front,Remove any amount of enlighten counters from your champion. Your champion gets +1 level for each counter removed this way until end of turn.
fireblooded-oath,Fireblooded Oath,front,"[Class Bonus] This card costs 2 less to activate.

As an additional cost to activate this card, banish three fire element cards from your graveyard.

Level up your champion. At the beginning of the next end phase, delevel your champion."
refurbish,Refurbish,front,Put two durability counters on target Sword weapon you control.
firetuned-automaton,Firetuned Automaton,front,"As an additional cost to activate this card, discard a fire element card.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
wonderlands-reign,Wonderland's Reign,front,Cardistry — (10): Draw a card. This ability costs (1) less to activate for each Suited object you control with different reserve costs. Activate this ability only once.
cell-sharpshooter,Cell Sharpshooter,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.) 

On Enter: You may banish a card with floating memory from your graveyard. If you do, draw a card and summon a Powercell token rested."
sunglory-sentinel,Sunglory Sentinel,front,"[Class Bonus] Foster (At the beginning of your recollection phase, if this ally hasn’t been dealt damage since the end of your previous turn, it becomes fostered.)

As long as Sunglory Sentinel is fostered and is attacking a champion, it gets +2 POWER."
savage-slash,Savage Slash,front,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)"
fireworks-display,Fireworks Display,front,"Deal 1 damage to all units target player controls. Until end of turn, if a unit that player controls would die, banish it instead."
suzakus-command,Suzaku's Command,front,"Target Beast ally's next attack this turn gains unblockable and gets +2 POWER. If that ally is a Shenju, that attack gets an additional +2 POWER and gains Combat damage dealt by this attack is unpreventable. (An attack with unblockable can't be intercepted and ignores taunt.)"
ashen-riffle,Ashen Riffle,front,"Reveal the top four cards of your deck. Banish up to two Suited non-action cards revealed this way and put the rest on the bottom of your deck in any order. For as long as those cards remain banished, you may activate them."
heated-vengeance,Heated Vengeance,front,"As long as your champion has taken damage this turn, Heated Vengeance gets +3 POWER.

[Class Bonus] On Attack: You may have Heated Vengeance deal 3 damage to your champion."
cerulean-decree,Cerulean Decree,front,"Imbue 3

Choose one. If Cerulean Decree is imbued, choose two instead—
• Negate up to one target non-attack card activation unless its controller pays (2).
• Up to one target unit’s attacks get -3 POWER until end of turn.
• Draw a card into your memory."
flameblessed-trainee,Flameblessed Trainee,front,"[Class Bonus] On Attack: If Flameblessed Trainee is attacking an ally, you may discard a fire element card. If you do, this attack gets +3 POWER. (Apply this effect only if your champion's class matches this card's class.)"
ashwound-shot,Ashwound Shot,front,"[Class Bonus] Until end of turn, target opponent can't recover.

You may load Ashwound Shot into an Aetherwing weapon you control."
tinderflare-pivot,Tinderflare Pivot,front,"Kindle 2 (You may banish up to two fire element cards from your graveyard as you activate this card. Each one pays for (1) of this card's cost.)

Target Ranger unit becomes distant and gains ranged 1 until end of turn. (Units stay distant until the end of their controller's turn.)"
collapsing-trap,Collapsing Trap,front,"[Class Bonus] If it’s not your turn, you may remove a preparation counter from your champion to activate this card from your memory without paying its reserve cost. 

The next time one or more allies would enter the field this turn, they enter the field rested instead."
hulao-gate-suns-ascent,"Hulao Gate, Sun's Ascent",front,"Whenever a unit declares an attack, deal 2 damage to it.

Upkeep — At the beginning of your recollection phase, you may banish a fire element card from your graveyard. If you don't, sacrifice Hulao Gate."
smack-with-flute,Smack with Flute,front,"On Attack: Your champion gets +1 level until end of turn. 

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
desperate-dive,Desperate Dive,front,"[Class Bonus] This card costs 1 less to activate.

Prevent the next X damage that would be dealt to target unit you control this turn where X is the amount of water element cards in your graveyard. That unit becomes distant."
austere-priestess,Austere Priestess,front,"[Class Bonus] On Enter: If you have no cards in your hand, draw a card. (Apply this effect only if your champion's class matches this card's class.)"
force-load,Force Load,front,"Choose a fire or norm element Bullet card from your material deck with memory cost 0 and load it into target Gun weapon you control. (As a weapon is used for an attack, all of its loaded cards are put into the attacker's intent.)"
ignite-fate,Ignite Fate,front,"Deal 2 damage to each champion. 

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
blazing-cindercharge,Blazing Cindercharge,front,"Deal 3 damage to target champion.

[Class Bonus] If your champion has leveled up this turn, you may load Blazing Cindercharge and up to two fire element Aethercharge cards from your graveyard into an Aetherwing weapon you control."
forgelight-shieldmaiden,Forgelight Shieldmaiden,front,"Foster (At the beginning of your recollection phase, if this ally hasn’t been dealt damage since the end of your previous turn, it becomes fostered.) 

On Foster: Draw two cards, then discard a card. Class Bonus: If a fire element card was discarded, put a buff counter on Forgelight Shieldmaiden."
song-of-nurturing,Song of Nurturing,front,Allies you control get +2 LIFE until end of turn. Class Bonus: Those allies also get +1 POWER until end of turn. (Apply the additional effect only if your champion's class matches this card's class.)
enthralling-visage,Enthralling Visage,front,"The next time damage would be dealt to target unit this turn, prevent 2 of that damage. When damage is prevented this way, banish target card in a graveyard."
beguiling-bandit,Beguiling Bandit,front,"Players can't declare attacks targeting Beguiling Bandit unless they pay (1) for each attack declaration.

[Class Bonus] [Level 2+] Beguiling Bandit gets +1 POWER."
indiscriminate-gyre,Indiscriminate Gyre,front,[Class Bonus] On Attack: Deal 2 damage to all allies. (Apply this effect only if your champion's class matches this card's class.)
strategic-planning,Strategic Planning,front,"Glimpse 2. Put a preparation counter on your champion. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)"
eternal-dreamer,Eternal Dreamer,front,"[Class Bonus] On Attack: Glimpse X, where X is Eternal Dreamer’s power. (Apply this effect only if your champion’s class matches this card’s class.)"
lavasoul-tiger,Lavasoul Tiger,front,"Pride 3 (This ally won’t obey you unless your champion is level 3 or higher. You can’t attack with, intercept with, or activate abilities of allies that don’t obey you.)

[Class Bonus] On Enter: You may banish two fire element cards from your graveyard. If you do, Lavasoul Tiger loses pride until end of turn."
spirit-blade-dispersion,Spirit Blade: Dispersion,front,"Remove all durability counters from any amount of Sword weapons you control, then banish them. Choose any amount of units and deal damage equal to the amount of durability counters removed this way split among them."
butlers-augury,Butler's Augury,front,"[Ciel Bonus] This card costs 1 less to activate for each of up to two omens you have. 

Draw X cards into your memory, where X is five minus your influence. Then deal X damage to your champion. (If X is negative, don't draw cards and don't deal damage.)"
captivating-opulence,Captivating Opulence,front,"On Enter: Draw a card into your memory.

[Diao Chan Bonus] Activated abilities of regalias you don't control cost (2) more to activate."
gloamspire-black-market,"Gloamspire, Black Market",front,"REST: Each player with influence less than seven draws a card into their memory. Activate this ability only at slow speed.

Upkeep — At the beginning of your recollection phase, if your influence is eight or greater, sacrifice Gloamspire."
sudden-steel,Sudden Steel,front,[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level. Apply this effect only if your champion's class matches this card's class.)
conflagrative-trounce,Conflagrative Trounce,front,"[Ciel Bonus] As long as you have two or more omens with the same reserve cost, Conflagrative Trounce gets +2POWER."
fractal-of-rain,Fractal of Rain,front,"Imbue 2

At the beginning of your recollection phase, if fractal of rain is imbued, target player puts the top card of their deck into their graveyard.

Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)"
molten-arrow,Molten Arrow,front,"REST: Load Molten Arrow into target unloaded Bow weapon you control. 

Banish three other fire element cards from your graveyard: Load the card from your graveyard into target unloaded Bow weapon you control."
carpsong-coda,Carpsong Coda,front,"Harmonize — If you've activated a Melody card this turn, put the top four cards of your deck into your graveyard.

Deal an amount of damage to target unit equal to the highest life stat among water element Animal and Beast ally cards in your graveyard."
inzali-unshackled-blaze,"Inzali, Unshackled Blaze",front,"[Class Bonus] On Attack: You may banish a fire element card from your graveyard. If you do, deal 1 damage to each other unit. 

[Level 3+] [Memory 4+] Inzali gets +2 POWER."
training-session,Training Session,front,Put a buff counter on target ally you control. (Allies get +1 power and +1 life for each buff counter on them.)
freezing-steel,Freezing Steel,front,"The next time one or more items would enter the field this turn, those items enter the field rested instead. 

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
ceasing-edict,Ceasing Edict,front,"As long as your Shifting Currents face South, this card costs 2 less to activate.

[Kongming Bonus] If a unit is attacking, end the combat phase. (As a phase ends, banish all triggers, activations, and materializations on the effects stack.)"
lavaheated-brew,Lavaheated Brew,front,"Draw a card, then discard a card. If you didn't discard a Potion item card, deal 3 damage to your champion.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
spirit-blade-infusion,Spirit Blade: Infusion,front,"This card costs 2 less to activate if your champion has dealt combat damage this turn.

Until end of turn, target Sword weapon gets +3 POWER and ""On Champion Hit: Draw a card."""
oppressive-presence,Oppressive Presence,front,"Activate this card only during an opponent's recollection phase.

Until end of turn, players can't declare attacks with allies unless they pay (X) for each attack declaration, where X is the highest POWER among fire element allies you control."
duchess-six-of-hearts,"Duchess, Six of Hearts",front,"Kindle 6

Cardistry — (6): Banish a fire element action card with reserve cost 2 or less from your graveyard. If you do, copy it and you may activate that copy without paying its reserve cost. This ability costs (1) less to activate for each Suited object you control with different reserve costs. Activate this ability only once."
shira-lost-spirit,"Shira, Lost Spirit",front,On Enter: Draw seven cards.
manic-zealot,Manic Zealot,front,On Death: Deal 2 damage to each champion.
trusty-steed,Trusty Steed,front,On Enter: Another target ally you control gets +2 POWER until end of turn.
embercrypt-burn,Embercrypt Burn,front,Banish target card from a graveyard. Then deal 2 damage to each champion.
conniving-plans,Conniving Plans,front,"Put the top two cards of your deck into your graveyard.

Deluge 4 — If there are four or more water element cards in your graveyard, put a preparation counter on your champion and draw a card into your memory."
frost-shard,Frost Shard,front,"[Class Bonus] As long as your champion has leveled up this turn, you may activate this card from your graveyard. If you do, banish it as it resolves.

Deal 2 damage to target unit. If that unit is rested, deal 3 damage to it instead."
veteran-soldier,Veteran Soldier,front,"Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
convalescing-mare,Convalescing Mare,front,"[Class Bonus] Fast Activation (You may activate this card at fast speed.)

[Class Bonus] On Enter: Recover 1. Other allies you control get +1 LIFE until end of turn."
meltdown,Meltdown,front,"[Level 2+] This card costs 1 less to activate. (Apply this effect only if your champion is level 2 or higher.)

Destroy target domain, item, or weapon."
fiery-interference,Fiery Interference,front,"Deal 2 damage to target unit. If that unit is a champion, its controller can't recover until end of turn."
hailstorm-guard,Hailstorm Guard,front,"[Class Bonus] This card costs 2 less to activate.

The next time damage would be dealt to your champion this turn, prevent that damage. Put an amount of cards from the top of your deck into your graveyard equal to the amount of damage prevented this way."
pupil-of-sacred-flames,Pupil of Sacred Flames,front,"[Class Bonus] On Attack: You may banish a fire element card from your graveyard. If you do, empower 2.

[Kongming Bonus] On Death: If your Shifting Currents face East, each player draws a card and then you may change the direction of your Shifting Currents to a different direction of your choice."
weaponsmith,Weaponsmith,front,"[Class Bonus] At the beginning of your recollection phase, put a durability counter on target weapon you control. (Apply this effect only if your champion's class matches this card's class.)"
five-of-hearts,Five of Hearts,front,"Hindered (This ally enters the field rested.)

Cardistry — (5): Put a buff counter on each Suited ally you control. This ability costs (1) less to activate for each Suited object you control with different reserve costs. Activate this ability only once."
hidden-enclave,Hidden Enclave,front,"At the beginning of each player’s recollection phase, that player puts the top card of their deck into their graveyard."
overwhelming-swing,Overwhelming Swing,front,[Class Bonus] [Level 2+] Combat damage dealt by this attack is unpreventable. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)
delusional-vapors,Delusional Vapors,front,"[Class Bonus] Prepare 2

Target opponent puts the top eight cards of their deck into their graveyard. Then if Delusional Vapors was prepared, whenever that opponent draws a card this turn, they put the top four cards of their deck into their graveyard."
relic-of-dancing-embers,Relic of Dancing Embers,front,"Hindered (This object entered the field rested.)

Whenever a fire element ally you control deals combat damage to a champion while Relic of Dancing Embers is awake, you may sacrifice Relic of Dancing Embers. If you do, deal 3 damage to that champion.

[Class Bonus] Floating Memory"
flamebound-draug,Flamebound Draug,front,"On Enter: Flamebound Draug becomes ephemeral. (If an ephemeral object would leave the field, banish it instead.)"
rocket-jump,Rocket Jump,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Target unit becomes distant. If that unit is defending, deal 4 damage to its attacker."
ritai-guard,Ritai Guard,front,"[Class Bonus] Equestrian — As long as you control a Horse ally, Ritai Guard has taunt and vigor. (While awake, this ally with taunt must be targeted before other units you control during your opponent's attack declarations if able. This ally with vigor wakes up at the beginning of your end phase.)"
dian-wei-valorant-fury,"Dian Wei, Valorant Fury",front,"[Class Bonus] On Enter: For each Human ally you control, put the top card of your deck into your graveyard.

[Class Bonus] Deluge 6 — As long as you have six or more water element cards in your graveyard, other Human allies you control get +1 POWER."
icebound-slam,Icebound Slam,front,"[Class Bonus] This card costs 2 less to activate. 

On Attack: Put the top five cards of your deck into your graveyard. Then if there are five or more water element cards in your graveyard, Icebound Slam gets +5 POWER."
disciple-of-the-waves,Disciple of the Waves,front,"Deluge 3 — As long as you have three or more water element cards in your graveyard, this card costs 1 less to activate."
flamebreak-chorus,Flamebreak Chorus,front,"[Class Bonus] Fast Activation (You may activate this card at fast speed.)

Target ally gets +2 POWER until end of turn. If it's defending, wake it up, and it gets an additional +LV POWER until end of turn."
scorchfire-assassin,Scorchfire Assassin,front,"[Class Bonus] On Attack: You may remove up to three preparation counters from your champion. For each counter removed this way, this attack gets +2 POWER. (Apply this effect only if your champion’s class matches this card’s class.)"
imperial-apprentice,Imperial Apprentice,front,"Whenever you activate a Spell card, you may banish a card with floating memory from your graveyard. If you do, draw a card.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
rococo-explosive-maven,"Rococo, Explosive Maven",front,"On Enter: If your influence is four or less, deal 2 damage to target champion. (A player's influence is equal to the total amount of cards in their hand and memory.)"
arthur-young-heir,"Arthur, Young Heir",front,"On Enter: You may rest Arthur. If you do, Arthur gains immortality until the beginning of your next turn. (A unit with immortality can't die.)

As long as Arthur is rested, other allies you control get +1 POWER."
dissonant-fractal,Dissonant Fractal,front,"On Enter: Glimpse 4.

As long as you control two or more other phantasias, Dissonant Fractal has reservable. (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)"
flickering-cinder,Flickering Cinder,front,Deal 1 damage to target unit. Your champion becomes distant. (Units stay distant until the end of their controller's turn.)
imperial-scout,Imperial Scout,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.) 

Whenever Imperial Scout becomes distant, you may put the top two cards of your deck into your graveyard."
scorching-strafe,Scorching Strafe,front,"[Class Bonus] This card costs 2 less to activate.

Target ally gets +2 POWER until end of turn and becomes distant. (Units stay distant until the end of their controller's turn.)"
blazing-direwolf,Blazing Direwolf,front,"Pride 5 (This ally won't obey you unless your champion is level 5 or higher.)

[Class Bonus] On Attack: Deal 2 damage to target unit. (Apply this effect only if your champion's class matches this card's class.)"
tether-in-flames,Tether in Flames,front,"[Class Bonus] This card costs 2 less to activate.

Negate target card activation unless its controller has Tether in Flames deal 1+LV unpreventable damage to their champion. (LV refers to your champion's level.)"
blazing-throw,Blazing Throw,front,"As an additional cost to activate this card, sacrifice a weapon.

Deal 4 damage to target unit."
veteran-blazebearer,Veteran Blazebearer,front,"On Enter: Veteran Blazebearer gains taunt until the beginning of your next turn.

[Class Bonus] Steadfast (This ally can retaliate while rested and doesn't rest to do so.)"
drowned-exorcist,Drowned Exorcist,front,"[Level 2+] On Enter: Each player banishes all non-water element cards from their graveyard. 
Deluge 8 — On Death: If you have eight or more water element cards in your graveyard, draw two cards."
four-of-hearts,Four of Hearts,front,"Cardistry — (4): Draw a card into your memory, then put a fire or norm element Suited ally card with reserve cost 3 or less from your memory onto the field. This ability costs (1) less to activate for each Suited object you control with different reserve costs. Activate this ability only once."
krustallan-patrol,Krustallan Patrol,front,"Foster

On Foster: Put a buff counter on Krustallan Patrol.

As long as Krustallan Patrol is fostered, it has steadfast. (An ally with steadfast can retaliate while rested and doesn’t rest to do so.)"
set-ablaze,Set Ablaze,front,"Deal 4 damage to target ally.

[Class Bonus] [Level 3+] Deal 3 damage to each champion controlled by the same player as that ally."
airship-cruiser,Airship Cruiser,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.)

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
blitz-mage,Blitz Mage,front,
fumant-shieldmaiden,Fumant Shieldmaiden,front,"As long as your influence is less than the amount of omens you have, Fumant Shieldmaiden gets +2POWER. (A player's influence is equal to the total amount of cards in their hand and memory.) 

On Death: Each player with influence four or less draws a card."
krustallan-ruins,Krustallan Ruins,front,"Whenever an ally enters the field under a player’s control, rest that ally unless that player pays (1)."
dynasty-chancellor,Dynasty Chancellor,front,"Intercept

On Enter: If your Shifting Currents face North, put the top two cards of your deck into your graveyard.

Deluge 3 — On Death: If you have three or more water element cards in your graveyard, draw a card."
solar-pinnacle,Solar Pinnacle,front,"As long as your Shifting Currents face North, this card has Fast Activation. (You may activate this card at fast speed.)

Deal 2 damage to target unit. Empower 2. (The next Spell card you activate this turn activates and resolves as if your champion got +2 level.)"
furnace-lavabolt,Furnace Lavabolt,front,"[Class Bonus] This card costs 1 less to activate.

Each player draws a card. 

You may load Furnace Lavabolt into an Aetherwing weapon you control."
aqueous-armor,Aqueous Armor,front,"Ally Link (This object enters the field linked to target ally. If the link is broken, sacrifice this object.)

At the beginning of your recollection phase, put the top card of your deck into your graveyard.

[Class Bonus] Linked ally gets +2 LIFE."
cemetery-sentry,Cemetery Sentry,front,"On Enter: You may discard a fire element card. If you do, draw a card."
lost-in-thought,Lost in Thought,front,"You may banish up to X cards with floating memory from your graveyard. Draw a card for each card banished this way.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
extricating-touch,Extricating Touch,front,"[Class Bonus] This card costs 1 less to activate.
 
Target player reveals your choice of their hand or memory. Choose a card from among the revealed cards and discard it."
sword-saint-of-everflame,Sword Saint of Everflame,front,"[Class Bonus] (2), Banish this card from your graveyard: Target fire element weapon or ally gets +2 POWER until end of turn."
awakened-deacon,Awakened Deacon,front,"As long as you control two or more phantasias, Awakened Deacon has intercept. (Whenever your champion is attacked while this ally with intercept is awake, you may redirect that attack to this ally.)

[Class Bonus] Floating Memory"
temper-in-flames,Temper in Flames,front,Target weapon gets +1 POWER until end of turn. Put a durability counter on it.
floating-peace,Floating Peace,front,"Recover 1+X, where X is the amount of Fatestone and Fatebound objects you control.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
clumsy-apprentice,Clumsy Apprentice,front,On Enter: Deal 2 damage to your champion. Draw a card.
naia-diviner-of-fortunes,"Naia, Diviner of Fortunes",front,"[Class Bonus] On Enter: Reveal the top three cards from your deck. Banish one of those cards and put the rest into your graveyard. If the banished card is a Spell card, you may activate it as long as you control Naia."
ignis-deus,Ignis Deus,front,"Activate this card only if your champion is a Spirit.

Materialize a champion card with base level 1 from your material deck. If you do, for the rest of the game, non-Spirit champions you control can't level up."
thunderclap,Thunderclap,front,"[Level 3+] This card costs 2 less to activate. (Apply this effect only if your champion is level 3 or higher.)

Deal 4 damage to target ally."
fluvial-fatestone,Fluvial Fatestone,front,"Fast Activation (You may activate this card at fast speed.)

On Enter: Target ally you control gets +2 LIFE until end of turn.

[Guo Jia Bonus] (4), REST: Put the top two cards of your deck into your graveyard. Transform Fluvial Fatestone."
mocking-otter,Mocking Otter,back,"Taunt (While awake, this ally must be targeted before other units you control during your opponents' attack declarations if able.)

Retort 2 (As long as this ally is retaliating, it gets +2 POWER.)"
corhazi-courier,Corhazi Courier,front,"Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

[Class Bonus] On Hit: Draw a card, then discard a card. If a fire element card was discarded, choose a unit and deal 1 damage to it."
portside-pirate,Portside Pirate,front,[Class Bonus] Banish a card with floating memory from your graveyard: Put a buff counter on Portside Pirate and it gains stealth until end of turn. (This unit can’t be targeted by attacks unless permitted by true sight.)
awakened-frostguard,Awakened Frostguard,front,"[Class Bonus] Foster

On Foster: You may banish up to two cards with floating memory from your graveyard. For each card banished this way, put a buff counter on Awakened Frostguard and draw a card. 

Awakened Frostguard has vigor as long as it's fostered."
incinerated-templar,Incinerated Templar,front,[Class Bonus] On Enter: Put target Specter ally card with reserve cost 3 or less from your graveyard onto the field. It becomes ephemeral. Sacrifice it at the beginning of your next end phase.
forgetful-concoction,Forgetful Concoction,front,"Brew — One Root, One Herb

Hindered (This object enters the field rested.)

REST, Sacrifice Forgetful Concoction: Banish two cards at random from target opponent's memory. Return those cards to their memory at the beginning of their next end phase. Draw a card."
infernal-manastreak,Infernal Manastreak,front,"Deal 2 damage to target unit. If your champion is distant, deal 3 damage to that unit instead.

You may load Infernal Manastreak into an Aetherwing weapon you control."
wandering-glaivier,Wandering Glaivier,front,On Death: Each player draws a card.
calculated-foresight,Calculated Foresight,front,"Put the top two cards of your deck into your graveyard. Then you may banish a card with floating memory from your graveyard. If you do, your champion gains ranged 3 until end of turn. (Multiple instances of ranged stack.)"
potion-infusion-seal,Potion Infusion: Seal,front,"Rest target Potion. If you do, it gains “On Sacrifice: Negate target card activation unless its controller pays (2)” until end of turn.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
cremation-ritual,Cremation Ritual,front,"As an additional cost to activate this card, sacrifice an ally.

Draw two cards."
conjure-downpour,Conjure Downpour,front,"Until end of turn, whenever a unit attacks, that attack gets -2 POWER. 

[Class Bonus] [Memory 4+] Draw a card into your memory. (Apply this effect only if your champion's class matches this card's class and only if there are four or more cards in your memory.)"
intensified-pyre,Intensified Pyre,front,"Kindle 3 (You may banish up to three fire element cards from your graveyard as you activate this card. Each one pays for (1) of this card's cost.) 

Deal 2 damage to target champion. If that champion's controller has eight or more cards in their graveyard, deal 6 damage to that champion instead."
genbus-command,Genbu's Command,front,"Target Beast ally gets +3 LIFE until end of turn. If that ally is a Shenju, recover 6. (To recover, remove that many damage counters from your champion.)"
powered-defender,Powered Defender,front,"[Class Bonus] [Level 2+] Taunt (While awake, this unit must be targeted before other units you control during your opponents’ attack declarations if able.)

Whenever Powered Defender is dealt damage, summon a Powercell token."
xiao-qiao-cinderkeeper,"Xiao Qiao, Cinderkeeper",front,"Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

[Class Bonus] Xiao Qiao's attacks can't be retaliated.

If a unit hit by Xiao Qiao this turn would die, banish it instead."
convalescent-tonic,Convalescent Tonic,front,"Brew — One Fraysia (You may sacrifice the listed objects rather than pay this card's reserve cost.) 

Sacrifice Convalescent Tonic: Put up to two cards from your hand on the bottom of your deck then draw that many cards. Recover 3."
powered-swordsman,Powered Swordsman,front,[Class Bonus] On Death: Summon a Powercell token. (Apply this effect only if your champion’s class matches this card’s class.)
aqueous-stallion,Aqueous Stallion,front,"As long as you have four or more water element cards in your graveyard, Aqueous Stallion gets +3 POWER."
manaflare-barrage,Manaflare Barrage,front,"[Class Bonus] This card costs 2 less to activate.

Deal 2 damage to all units except for your champion. If your champion is distant, deal 3 damage to those units instead.

You may load Manaflare Barrage into an Aetherwing weapon you control."
jianyu-fates-premonition,"Jianyu, Fate's Premonition",front,"[Class Bonus] This card costs 2 less to activate.

As Jianyu enters the field, choose a card name.

Cards with the chosen name cost (2+X) more to activate, where X is the amount of phantasias you control."
keeper-of-the-wild,Keeper of the Wild,front,"Sacrifice Keeper of the Wild: Up to one target Animal or Beast ally you control gets +2 LIFE until end of turn.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
burst-asunder,Burst Asunder,front,"[Class Bonus] This card costs 2 less to activate.

Deal 2 damage to target unit. Then you may sacrifice any amount of Fractals. For each Fractal sacrificed this way, deal an additional 2 damage to that unit."
disintegrate,Disintegrate,front,"[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level. Apply this effect only if your champion's class matches this card's class.)

Destroy target ally or regalia."
primordial-ritual,Primordial Ritual,front,"As an additional cost to activate this card, sacrifice an ally.

Target player puts the top two cards of their deck into their graveyard.

Floating Memory"
dahlia-idyllic-dreamer,"Dahlia, Idyllic Dreamer",front,"[Class Bonus] On Attack: Look at the top card of your deck. If it's a water element card, you may put it into your graveyard.

Dahlia has ranged X, where X is the amount of water element cards in your graveyard."
march-hare-mottled-host,"March Hare, Mottled Host",front,"[Element Bonus] Whenever this card is banished from your graveyard to pay for a reserve cost, put it onto the field. (Apply this effect only if your champion's element matches this card's element.)"
lively-chorale,Lively Chorale,front,"Target Animal or Beast ally you control gets +3 LIFE until end of turn. 

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
diffusive-block,Diffusive Block,front,"This card costs 1 less to activate If you control a Shield item.

Prevent the next 2 damage that would be dealt to target unit this turn.

[Class Bonus] Floating Memory"
peppered-chef,Peppered Chef,front,"On Enter: You may sacrifice another ally. If you do, Peppered Chef gets +2POWER until end of turn."
